No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
214, GJ02-053251, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 59.54, , , 16.06, 24.4, 1020.0, , 
215, GJ02-053252, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 59.62, , , 21.34, 19.05, 1050.0, , 
216, GJ02-053253, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 58.98, , , 3.29, 37.73, 950.0, , 
217, GJ02-053254, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 57.18, , , 6.22, 36.61, 1010.0, , 
218, GJ02-053255, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 55.96, , , 21.02, 23.02, 1210.0, , 
219, GJ02-053256, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 56.39, , , 10.53, 33.07, 1120.0, , 
220, GJ02-053257, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 54.42, , , 13.7, 31.88, 1150.0, , 
221, GJ02-053258, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 51.91, , , 21.13, 26.96, 1225.0, , 
222, GJ02-053273, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 68.0, , , 10.18, 21.81, 950.0, , 
223, GJ02-053277, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 80.2, , , , 19.8, 1157.0, , 
224, GJ02-053291, J. Non-Crystalline Solids, 1971, v. 006  p. 0145, 66.7, , , , 33.3, 869.0, , 
225, GJ02-054307, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 85.0, , , 7.5, 7.5, 1530.0, , 
226, GJ02-054309, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 5.0, 15.0, 1210.0, , 
227, GJ02-054310, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 13.0, 7.0, 1510.0, , 
228, GJ02-054311, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 80.0, , , 10.0, 10.0, 1400.0, , 
229, GJ02-054312, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 75.0, , , 12.5, 12.5, 1130.0, , 
230, GJ02-054313, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 75.0, , , 13.5, 11.5, 1350.0, , 
231, GJ02-054315, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 65.0, , , 30.0, 5.0, 1380.0, , 
232, GJ03-054316, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 60.0, , , 40.0, , 1460.0, , 
233, GJ03-054317, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 62.5, , , 37.5, , 1450.0, , 
234, GJ03-054318, Physics and Chemistry of  Glasses, 1970, v. 011  p. 0125, 65.0, , , 35.0, , 1550.0, , 
235, GJ02-054362, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 76.17, , , 5.37, 18.46, 997.0, , 
236, GJ02-054363, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.0, , , 8.03, 16.96, 1000.0, , 
237, GJ02-054364, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.19, , , 5.37, 19.44, 928.0, , 
238, GJ02-054365, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 75.43, , , 2.15, 22.42, 840.0, , 
239, GJ02-054366, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.59, , , 6.97, 18.44, 940.0, , 
240, GJ02-054367, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.78, , , 4.3, 20.92, 852.0, , 
241, GJ02-054368, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.18, , , 5.9, 19.92, 790.0, , 
242, GJ02-054369, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 74.52, , , 1.08, 24.4, 799.0, , 
243, GJ02-054370, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.76, , , 4.84, 21.4, 773.0, , 
244, GJ02-054371, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.84, , , 3.77, 22.4, 764.0, , 
245, GJ02-054372, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.93, , , 9.63, 17.43, 925.0, , 
246, GJ02-054373, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.08, , , 7.51, 19.41, 849.0, , 
247, GJ02-054374, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.16, , , 6.44, 20.4, 825.0, , 
248, GJ02-054375, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.38, , , 3.22, 23.39, 760.0, , 
249, GJ02-054376, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.46, , , 2.15, 24.39, 778.0, , 
250, GJ02-054377, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.53, , , 1.08, 25.39, 782.0, , 
251, GJ02-054378, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 73.61, , , , 26.39, 799.0, , 
252, GJ02-054379, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.82, , , 4.3, 22.88, 773.0, , 
253, GJ02-054380, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.82, , , , 27.18, 818.0, , 
254, GJ02-054381, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.4, , , 3.23, 24.37, 775.0, , 
255, GJ02-054382, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 72.55, , , 1.08, 26.37, 801.0, , 
256, GJ02-054383, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.65, , , 6.98, 21.37, 830.0, , 
257, GJ02-054384, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.76, , , 5.37, 22.86, 782.0, , 
258, GJ02-054385, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.83, , , 4.3, 23.86, 773.0, , 
259, GJ02-054386, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.2, , , 6.44, 22.36, 825.0, , 
260, GJ02-054387, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.42, , , 3.23, 25.35, 810.0, , 
261, GJ02-054388, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 71.64, , , , 28.36, 847.0, , 
262, GJ02-054389, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 70.22, , , 6.44, 23.34, 825.0, , 
263, GJ02-054390, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 70.29, , , 5.38, 24.33, 782.0, , 
264, GJ02-054391, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.23, , , 6.44, 24.32, 810.0, , 
265, GJ02-054392, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.31, , , 5.38, 25.31, 788.0, , 
266, GJ02-054393, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.45, , , 3.23, 27.32, 832.0, , 
267, GJ02-054394, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 69.06, , , 6.02, 24.91, 801.0, , 
268, GJ02-054395, Physics and Chemistry of  Glasses, 1971, v. 012  p. 0050, 67.27, , , 6.45, 26.28, 888.0, , 
269, GJ02-054449, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0125, 66.67, , , , 30.0, 858.0, , 
270, GJ02-054547, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 76.48, , 14.25, , 9.27, 1282.0, , 
271, GJ02-054548, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.18, , 14.17, 6.11, 5.53, 1461.0, , 
272, GJ02-054549, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.47, , 14.23, 2.04, 9.25, 1258.0, , 
273, GJ02-054550, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.46, , 14.21, 4.08, 9.24, 1160.0, , 
274, GJ02-054551, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.6, , 14.24, 2.04, 11.11, 1141.0, , 
275, GJ02-054553, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.18, , 14.13, 10.16, 5.52, 1390.0, , 
276, GJ02-054554, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.46, , 14.19, 6.12, 9.23, 1198.0, , 
277, GJ02-054555, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.59, , 14.22, 4.09, 11.1, 1141.0, , 
278, GJ02-054556, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.74, , 14.25, 2.04, 12.97, 1080.0, , 
279, GJ02-054557, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.37, , 14.27, 0.51, 14.85, 1004.0, , 
280, GJ02-054558, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.46, , 14.17, 8.15, 9.22, 1230.0, , 
281, GJ02-054559, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.73, , 14.22, 4.09, 12.95, 1120.0, , 
282, GJ02-054560, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.0, , 14.28, , 16.72, 1042.0, , 
283, GJ02-054561, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.21, , 14.1, 14.19, 5.5, 1299.0, , 
284, GJ02-054562, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.47, , 14.15, 10.17, 9.2, 1227.0, , 
285, GJ02-054563, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.73, , 14.21, 6.12, 12.93, 1160.0, , 
286, GJ02-054564, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.99, , 14.26, 2.05, 16.7, 966.0, , 
287, GJ02-054565, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.74, , 14.19, 8.16, 12.92, 1164.0, , 
288, GJ02-054566, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.98, , 14.24, 4.09, 16.68, 1060.0, , 
289, GJ02-054567, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.24, , 14.3, , 20.46, 987.0, , 
290, GJ02-054568, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.5, , 14.11, 14.2, 9.18, 1241.0, , 
291, GJ02-054569, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.74, , 14.17, 10.19, 12.9, 1187.0, , 
292, GJ02-054570, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.99, , 14.22, 6.13, 16.65, 1090.0, , 
293, GJ02-054571, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 63.24, , 14.28, 2.05, 20.43, 940.0, , 
294, GJ02-054572, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 60.29, , 14.04, 20.19, 5.48, 1299.0, , 
295, GJ02-054573, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 60.52, , 14.09, 16.21, 9.17, 1250.0, , 
296, GJ02-054574, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.0, , 14.2, 8.17, 16.63, 1097.0, , 
297, GJ02-054575, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.23, , 14.26, 4.1, 20.4, 966.0, , 
298, GJ02-054576, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 58.78, , 14.13, 14.22, 12.86, 1202.0, , 
299, GJ02-054577, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 59.01, , 14.18, 10.2, 16.61, 1117.0, , 
300, GJ02-054578, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 59.24, , 14.24, 6.14, 20.38, 1000.0, , 
301, GJ02-054579, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.59, , 14.05, 20.21, 9.14, 1243.0, , 
302, GJ02-054580, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.7, , 14.08, 18.22, 10.99, 1216.0, , 
303, GJ02-054581, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 56.81, , 14.11, 16.23, 12.85, 1199.0, , 
304, GJ02-054582, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 57.25, , 14.22, 8.18, 20.35, 1036.0, , 
305, GJ02-054583, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 57.48, , 14.27, 4.1, 24.14, 942.0, , 
306, GJ02-054584, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 55.05, , 14.14, 14.24, 16.56, 1120.0, , 
307, GJ02-054585, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 52.88, , 14.07, 20.23, 12.81, 1183.0, , 
308, GJ02-054586, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 52.98, , 14.1, 18.24, 14.67, 1140.0, , 
309, GJ02-054587, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 53.08, , 14.13, 16.25, 16.54, 1114.0, , 
310, GJ02-054588, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 53.5, , 14.24, 8.19, 24.08, 1084.0, , 
311, GJ02-054589, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 51.32, , 14.16, 14.25, 20.27, 1144.0, , 
312, GJ02-054590, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 49.16, , 14.09, 20.26, 16.5, 1160.0, , 
313, GJ02-054591, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 49.54, , 14.2, 12.25, 24.01, 1120.0, , 
314, GJ02-054592, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 45.43, , 14.1, 20.28, 20.18, 1158.0, , 
315, GJ02-054593, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 45.61, , 14.16, 16.29, 23.94, 1124.0, , 
316, GJ02-054594, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.14, , 4.42, 4.23, 18.2, 887.0, , 
317, GJ02-054595, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.29, , 4.43, 2.12, 20.16, 887.0, , 
318, GJ02-054596, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.21, , 4.42, 4.24, 20.13, 795.0, , 
319, GJ02-054597, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.35, , 4.43, 2.12, 22.09, 742.0, , 
320, GJ02-054598, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 75.28, , 7.28, 3.98, 13.46, 1120.0, , 
321, GJ02-054599, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 75.42, , 7.3, 1.99, 15.29, 1035.0, , 
322, GJ02-054600, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 72.77, , 7.23, 12.47, 7.52, 1312.0, , 
323, GJ02-054601, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.18, , 7.26, 7.93, 11.62, 1120.0, , 
324, GJ02-054602, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.32, , 7.27, 5.96, 13.44, 1035.0, , 
325, GJ02-054603, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.46, , 7.29, 3.98, 15.27, 979.0, , 
326, GJ02-054604, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.6, , 7.3, 1.99, 17.1, 923.0, , 
327, GJ02-054605, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 73.74, , 7.32, , 18.94, 840.0, , 
328, GJ02-054606, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.37, , 7.26, 7.94, 13.42, 1017.0, , 
329, GJ02-054607, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.51, , 7.28, 5.96, 15.24, 920.0, , 
330, GJ02-054608, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.64, , 7.29, 3.98, 17.08, 859.0, , 
331, GJ02-054609, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.78, , 7.31, 1.99, 18.92, 808.0, , 
332, GJ02-054610, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 71.91, , 7.32, , 20.76, 797.0, , 
333, GJ02-054611, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.59, , 7.2, 16.58, 5.62, 1370.0, , 
334, GJ02-054612, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.56, , 7.27, 7.94, 15.22, 1000.0, , 
335, GJ02-054613, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.69, , 7.28, 5.97, 17.06, 920.0, , 
336, GJ02-054614, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.83, , 7.3, 3.98, 18.89, 834.0, , 
337, GJ02-054615, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 69.96, , 7.31, 1.99, 20.74, 809.0, , 
338, GJ02-054616, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 70.09, , 7.32, , 22.58, 797.0, , 
339, GJ02-054617, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.97, , 7.24, 12.49, 11.3, 1121.0, , 
340, GJ02-054618, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.74, , 7.27, 7.95, 17.03, 964.0, , 
341, GJ02-054619, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.87, , 7.29, 5.97, 18.86, 905.0, , 
342, GJ02-054620, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.0, , 7.3, 3.99, 20.71, 803.0, , 
343, GJ02-054621, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.13, , 7.31, 1.99, 22.55, 783.0, , 
344, GJ02-054622, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 68.26, , 7.33, , 24.41, 763.0, , 
345, GJ02-054623, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.54, , 7.18, 20.66, 5.61, 1257.0, , 
346, GJ02-054624, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.8, , 7.21, 16.6, 9.38, 1198.0, , 
347, GJ02-054625, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.98, , 7.3, 5.03, 20.69, 845.0, , 
348, GJ02-054626, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.93, , 7.28, 7.95, 18.84, 940.0, , 
349, GJ02-054627, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.05, , 7.29, 5.97, 20.68, 885.0, , 
350, GJ02-054628, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.18, , 7.3, 3.99, 22.52, 803.0, , 
351, GJ02-054629, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 66.31, , 7.32, 1.99, 24.38, 785.0, , 
352, GJ02-054630, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 67.83, , , 5.38, 26.79, 796.0, , 
353, GJ02-054631, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 65.16, , 7.25, 12.5, 15.08, 1083.0, , 
354, GJ02-054632, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.11, , 7.28, 7.96, 20.65, 960.0, , 
355, GJ02-054633, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.23, , 7.3, 5.98, 22.49, 917.0, , 
356, GJ02-054634, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.35, , 7.31, 3.99, 24.35, 862.0, , 
357, GJ02-054635, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 64.48, , 7.32, 2.0, 26.2, 797.0, , 
358, GJ02-054636, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.76, , 7.19, 20.69, 9.36, 1236.0, , 
359, GJ02-054637, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 63.01, , 7.22, 16.62, 13.15, 1159.0, , 
360, GJ02-054638, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.29, , 7.29, 7.96, 22.46, 1000.0, , 
361, GJ02-054639, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.4, , 7.3, 5.98, 24.31, 963.0, , 
362, GJ02-054640, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 62.52, , 7.31, 3.99, 26.17, 944.0, , 
363, GJ02-054641, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 61.35, , 7.26, 12.52, 18.88, 1063.0, , 
364, GJ02-054642, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 58.97, , 7.2, 20.71, 13.12, 1198.0, , 
365, GJ02-054643, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 59.2, , 7.23, 16.64, 16.93, 1120.0, , 
366, GJ02-054644, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 57.52, , 7.26, 12.53, 22.68, 1131.0, , 
367, GJ02-054645, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 55.16, , 7.21, 20.74, 16.89, 1179.0, , 
368, GJ02-054646, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 55.38, , 7.24, 16.66, 20.72, 1180.0, , 
369, GJ02-054647, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 51.35, , 7.22, 20.76, 20.66, 1236.0, , 
370, GJ02-054648, Physics and Chemistry of  Glasses, 1972, v. 013  p. 0027, 74.45, , 3.7, 2.12, 19.73, 710.0, , 
371, GI06-055046, Proc. ICG, 1980, v. 001  p. 0469, 63.65, 12.93, 3.27, 3.52, 13.83, 1058.0, , 
372, GJ03-055468, Physics and Chemistry of  Glasses, 1973, v. 014  p. 0033, 60.0, , , 20.0, 20.0, 1160.0, , 
373, GJ03-055469, Physics and Chemistry of  Glasses, 1973, v. 014  p. 0033, 57.5, , , 21.25, 21.25, 1225.0, , 
374, GJ03-055470, Physics and Chemistry of  Glasses, 1973, v. 014  p. 0033, 55.0, , , 22.5, 22.5, 1235.0, , 
375, GJ02-055692, J. American Ceramic Soc., 1983, v. 066  p. 0132, 81.64, , , , 18.36, 1207.0, , 
376, GJ02-055693, J. American Ceramic Soc., 1983, v. 066  p. 0132, 81.47, , , , 18.53, 1166.0, , 
377, GP06-058149, US Patent    Corning Inc. (US), 1987, A4693987, 69.68, 9.93, 1.99, 14.23, , 1180.0, , 
378, GP06-058155, US Patent    Corning Inc. (US), 1987, A4693987, 69.9, 9.98, 4.96, 11.03, , 1279.0, , 
379, GP06-058156, US Patent    Corning Inc. (US), 1987, A4693987, 69.16, 9.12, 2.21, 17.27, , 1251.0, , 
380, GP06-058157, US Patent    Corning Inc. (US), 1987, A4693987, 68.9, 10.52, 1.97, 14.65, , 1225.0, , 
381, GJ02-059482, Physics and Chemistry of  Glasses, 1967, v. 008  p. 0019, 80.0, , , , 15.0, 1180.0, , 
382, GJ02-059483, Physics and Chemistry of  Glasses, 1967, v. 008  p. 0019, 80.0, , , , 20.0, 1080.0, , 
383, GJ06-061581, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 75.14, 2.41, , 1.64, 20.81, 736.0, , 
384, GJ06-061582, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 73.64, 2.41, , 1.64, 22.31, 743.0, , 
385, GJ06-061583, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 73.6, 2.41, , 2.19, 21.8, 746.0, , 
386, GJ06-061584, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 75.1, 2.41, , 2.18, 20.3, 822.0, , 
387, GJ06-061585, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 68.6, 4.9, , 3.33, 23.17, 748.0, , 
388, GJ06-061586, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 75.62, 4.88, , 4.44, 15.06, 948.0, , 
389, GJ06-061587, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 64.24, 4.88, , 7.77, 23.1, 930.0, , 
390, GJ06-061588, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 66.73, 7.8, , 3.4, 22.07, 920.0, , 
391, GJ06-061589, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 66.8, 7.8, , 2.27, 23.13, 750.0, , 
392, GJ06-061590, Physics and Chemistry of  Glasses, 1976, v. 017  p. 0045, 59.42, 7.5, , 1.7, 31.37, 750.0, , 
393, GJ03-061991, J. Materials Science, 1979, v. 014  p. 1159, 50.64, , , 33.06, 16.28, 1276.0, , 
394, GJ03-061992, J. Materials Science, 1979, v. 014  p. 1159, 53.53, , , 31.66, 14.68, 1273.0, , 
395, GJ03-061993, J. Materials Science, 1979, v. 014  p. 1159, 54.09, , , 31.59, 14.3, 1268.0, , 
396, GP06-064129, Japanese Patent    Corning Inc. (US), 1987, A113735, 73.61, 9.23, , 12.56, , 1336.0, , 
397, GP06-064617, Japanese Patent    Corning Inc. (US), 1981, A084336, 69.94, 10.01, 0.01, 17.5, , 1208.0, , 
398, GP06-067263, Japanese Patent    Corning Inc. (US), 1988, A069732, 69.68, 9.93, 1.99, 14.23, , 1180.0, , 
399, GP06-067269, Japanese Patent    Corning Inc. (US), 1988, A069732, 69.9, 9.98, 4.96, 11.03, , 1279.0, , 
400, GP03-067270, Japanese Patent    Corning Inc. (US), 1988, A069732, 69.16, 9.12, 2.21, 17.27, , 1251.0, , 
401, GP06-067271, Japanese Patent    Corning Inc. (US), 1988, A069732, 68.9, 10.52, 1.97, 14.65, , 1225.0, , 
402, GP06-068285, European Patent    Corning Inc. (US), 1982, A0048120, 71.75, 11.11, , 15.13, , 1278.0, , 
403, GP06-068286, European Patent    Corning Inc. (US), 1982, A0048120, 71.68, 11.12, , 15.17, , 1266.0, , 
404, GP06-068287, European Patent    Corning Inc. (US), 1982, A0048120, 71.69, 11.12, , 14.12, , 1280.0, , 
405, GP06-068288, European Patent    Corning Inc. (US), 1982, A0048120, 71.75, 11.12, , 17.13, , 1300.0, , 
406, GP06-068289, European Patent    Corning Inc. (US), 1982, A0048120, 73.02, 10.96, , 14.02, , 1295.0, , 
407, GP06-068290, European Patent    Corning Inc. (US), 1982, A0048120, 71.74, 11.09, , 14.11, , 1268.0, , 
408, GP06-068291, European Patent    Corning Inc. (US), 1982, A0048120, 71.73, 11.09, , 15.18, , 1275.0, , 
409, GP03-070928, European Patent    PPG Industries (US), 1985, A0165530, 60.53, 7.31, 5.19, 24.84, 0.89, 1150.0, , 
410, GJ02-073005, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 66.3, , , 16.96, 16.74, 1082.0, , 
411, GJ02-073006, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 64.47, , 2.58, 16.49, 16.46, 1100.0, , 
412, GJ02-073007, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 66.16, , , 16.93, 16.91, 1107.0, , 
413, GJ02-073009, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 64.39, , , 16.49, 16.24, 1096.0, , 
414, GJ02-073011, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 64.42, , , 16.49, 16.21, 1102.0, , 
415, GJ02-073012, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 68.32, , , 14.94, 16.74, 1048.0, , 
416, GJ02-073013, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 66.16, , 1.25, 16.43, 16.16, 1054.0, , 
417, GJ02-073014, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 66.6, , 2.63, 14.57, 16.2, 1063.0, , 
418, GJ02-073015, Physics and Chemistry of  Glasses, 1961, v. 002  p. 0055, 70.83, , , 11.76, 17.41, 977.0, , 
